Date;Household_ID;Household_Size; Income (£) ;Region;Urban_Rural;Education_Level;Marital_Status;Children;Age_Group;Occupation;Weekly_Grocery_Expenditure;Fridge_Size;Freezer_Size;Food_Preferences;Cooking_Frequency;Leftover_Frequency;Grocery_Shopping_Frequency;Grocery_Store_Type;Organic_Food_Preference;Food_Waste_Perception;Awareness_Programs;Composting_Facility;Food_Waste_Reasons;Food_Preservation_Methods;Food_Waste_Education;Cooking_Skills;Meal_Planning_Frequency;Food_Waste_Quantification;Perishable_Food_Management;Food_Donation_Frequency;Food_Waste_Reduction_Strategies;Technology_Use;Food_Waste_Reduction_Success;Food_Type;Purchase_Quantity;Waste_Quantity
26/12/2038;5839;3;73,406.00;West;Urban;Bachelor;Married;1;46-60;Student;184;Large;Large;Vegetarian;Weekly;Daily;Monthly;Supermarket;No;High;Yes;No;Spoilage;Canning;No;High;Rarely;Rarely;Prompt Consumption;Regularly;Smart Shopping;High;Partial;Seafood;7;2
27/12/2038;5840;2;65,802.00;North;Urban;PhD;Married;0;31-45;Student;46;Medium;Medium;Vegetarian;Rarely;Rarely;Weekly;Supermarket;Yes;Low;No;No;Excess Purchases;Freezing;No;High;Rarely;Regularly;Storage;Rarely;Meal Planning;Low;Partial;Fruits;7;3
28/12/2038;5841;2;60,544.00;South;Urban;High School;Divorced;1;18-30;Unemployed;177;Small;Large;Vegetarian;Weekly;Weekly;Weekly;Supermarket;No;Moderate;Yes;No;Spoilage;Refrigeration;No;Moderate;Weekly;Sometimes;Preservation;Occasionally;Reduced Portions;Low;Not Successful;Fruits;7;3
29/12/2038;5842;1;74,245.00;North;Urban;Bachelor;Divorced;0;61;Student;61;Small;Large;Vegetarian;Rarely;Rarely;Monthly;Supermarket;No;Low;No;No;Excess Purchases;Freezing;No;Low;Weekly;Rarely;Storage;Regularly;Meal Planning;Low;Not Successful;Fruits;7;3
30/12/2038;5843;5;38,506.00;West;Rural;PhD;Married;3;18-30;Unemployed;249;Medium;Small;Vegetarian;Weekly;Weekly;Daily;Online;Yes;High;No;No;Spoilage;Canning;No;Low;Daily;Sometimes;Prompt Consumption;Occasionally;Meal Planning;Moderate;Partial;Seafood;7;6
31/12/2038;5844;5;63,324.00;West;Urban;Master;Married;3;31-45;Unemployed;179;Medium;Large;Non-Vegetarian;Weekly;Daily;Daily;Supermarket;No;High;No;No;Spoilage;Canning;No;Moderate;Daily;Sometimes;Preservation;Regularly;Smart Shopping;Low;Partial;Meat;7;5
01/01/2039;5845;3;30,609.00;East;Rural;Master;Married;1;46-60;Student;258;Large;Medium;Vegetarian;Rarely;Daily;Weekly;Supermarket;No;High;Yes;Yes;Portion Control;Freezing;Yes;High;Rarely;Rarely;Preservation;Rarely;Smart Shopping;Low;Successful;Meat;7;0
02/01/2039;5846;2;62,679.00;East;Rural;Bachelor;Divorced;1;61;Unemployed;85;Small;Medium;Vegetarian;Rarely;Weekly;Weekly;Supermarket;No;Moderate;Yes;Yes;Excess Purchases;Freezing;Yes;Low;Rarely;Sometimes;Prompt Consumption;Rarely;Meal Planning;High;Successful;Meat;7;0
03/01/2039;5847;4;34,367.00;North;Rural;Master;Single;3;18-30;Unemployed;258;Small;Medium;Non-Vegetarian;Daily;Daily;Daily;Online;No;Moderate;No;Yes;Spoilage;Canning;No;Low;Daily;Rarely;Prompt Consumption;Regularly;Reduced Portions;Low;Not Successful;Fruits;7;3
04/01/2039;5848;1;48,190.00;South;Urban;PhD;Single;0;61;Student;142;Large;Medium;Vegetarian;Weekly;Weekly;Monthly;Supermarket;Yes;Moderate;No;Yes;Excess Purchases;Freezing;No;Low;Rarely;Sometimes;Preservation;Occasionally;Meal Planning;Moderate;Partial;Seafood;7;3
05/01/2039;5849;3;39,448.00;South;Urban;High School;Married;1;31-45;Student;208;Small;Medium;Non-Vegetarian;Weekly;Rarely;Monthly;Supermarket;No;High;No;No;Spoilage;Refrigeration;No;High;Daily;Sometimes;Storage;Occasionally;Reduced Portions;Moderate;Partial;Fruits;7;4
06/01/2039;5850;3;35,806.00;West;Urban;Bachelor;Divorced;2;31-45;Employed;288;Small;Small;Non-Vegetarian;Daily;Weekly;Weekly;Online;No;High;No;Yes;Portion Control;Canning;No;Moderate;Weekly;Rarely;Storage;Regularly;Reduced Portions;High;Not Successful;Vegetables;7;2
07/01/2039;5851;2;30,951.00;South;Rural;PhD;Single;1;46-60;Employed;296;Large;Small;Non-Vegetarian;Daily;Weekly;Weekly;Supermarket;Yes;Moderate;Yes;Yes;Spoilage;Refrigeration;Yes;Moderate;Rarely;Rarely;Preservation;Occasionally;Smart Shopping;High;Partial;Meat;7;1
08/01/2039;5852;5;35,206.00;South;Rural;High School;Married;3;61;Unemployed;182;Large;Medium;Vegetarian;Rarely;Weekly;Daily;Supermarket;No;Moderate;No;Yes;Portion Control;Canning;No;Moderate;Rarely;Rarely;Preservation;Rarely;Reduced Portions;Low;Partial;Seafood;7;3
09/01/2039;5853;4;63,937.00;East;Urban;PhD;Single;3;31-45;Student;27;Small;Medium;Vegetarian;Weekly;Weekly;Monthly;Supermarket;Yes;High;Yes;No;Excess Purchases;Refrigeration;No;Moderate;Rarely;Regularly;Prompt Consumption;Rarely;Smart Shopping;Low;Not Successful;Seafood;7;5
10/01/2039;5854;4;43,916.00;West;Rural;PhD;Divorced;3;31-45;Student;115;Small;Small;Non-Vegetarian;Rarely;Daily;Daily;Supermarket;No;Low;Yes;No;Spoilage;Freezing;No;Low;Rarely;Sometimes;Preservation;Occasionally;Smart Shopping;High;Not Successful;Meat;7;4
11/01/2039;5855;5;71,587.00;West;Rural;High School;Married;3;46-60;Employed;89;Small;Small;Vegetarian;Weekly;Rarely;Daily;Local;No;Low;Yes;No;Excess Purchases;Refrigeration;No;High;Daily;Regularly;Preservation;Rarely;Reduced Portions;Moderate;Partial;Vegetables;7;6
12/01/2039;5856;4;67,125.00;North;Urban;Bachelor;Single;3;31-45;Employed;293;Small;Medium;Vegetarian;Weekly;Daily;Daily;Online;Yes;Low;Yes;No;Spoilage;Canning;Yes;Low;Daily;Regularly;Prompt Consumption;Occasionally;Reduced Portions;High;Not Successful;Fruits;7;1
13/01/2039;5857;2;40,417.00;East;Rural;Master;Married;0;18-30;Student;207;Small;Medium;Vegetarian;Rarely;Weekly;Weekly;Online;Yes;Low;Yes;Yes;Spoilage;Canning;No;High;Weekly;Sometimes;Prompt Consumption;Rarely;Smart Shopping;High;Not Successful;Meat;7;4
14/01/2039;5858;4;58,511.00;South;Urban;Master;Divorced;3;61;Unemployed;40;Small;Large;Vegetarian;Daily;Weekly;Daily;Supermarket;No;High;No;Yes;Portion Control;Canning;No;High;Weekly;Regularly;Prompt Consumption;Rarely;Meal Planning;Low;Partial;Fruits;7;3
15/01/2039;5859;3;33,395.00;South;Urban;Bachelor;Single;2;18-30;Employed;74;Medium;Large;Non-Vegetarian;Daily;Rarely;Weekly;Online;Yes;High;No;No;Portion Control;Freezing;No;Low;Daily;Rarely;Storage;Regularly;Reduced Portions;Moderate;Not Successful;Vegetables;7;1
16/01/2039;5860;2;54,336.00;West;Urban;PhD;Married;0;18-30;Unemployed;75;Large;Medium;Vegetarian;Weekly;Daily;Weekly;Online;No;High;No;No;Portion Control;Freezing;No;Low;Daily;Regularly;Preservation;Rarely;Meal Planning;Low;Successful;Fruits;7;4
17/01/2039;5861;2;44,245.00;South;Rural;PhD;Single;1;18-30;Student;290;Medium;Large;Vegetarian;Weekly;Rarely;Weekly;Supermarket;Yes;Low;No;No;Excess Purchases;Refrigeration;No;Low;Rarely;Rarely;Storage;Occasionally;Meal Planning;Low;Successful;Meat;7;3
18/01/2039;5862;4;46,048.00;South;Urban;High School;Single;3;46-60;Unemployed;292;Small;Large;Vegetarian;Weekly;Daily;Monthly;Local;No;High;Yes;Yes;Excess Purchases;Refrigeration;No;High;Weekly;Rarely;Preservation;Rarely;Meal Planning;Low;Partial;Seafood;7;1
19/01/2039;5863;2;38,439.00;South;Rural;High School;Married;0;61;Employed;21;Large;Medium;Vegetarian;Rarely;Rarely;Weekly;Supermarket;No;Moderate;No;Yes;Spoilage;Refrigeration;No;High;Rarely;Rarely;Preservation;Occasionally;Smart Shopping;Moderate;Successful;Seafood;7;1
20/01/2039;5864;1;59,107.00;East;Urban;Master;Single;0;61;Employed;296;Small;Large;Vegetarian;Rarely;Weekly;Daily;Supermarket;No;Low;No;No;Excess Purchases;Refrigeration;No;High;Rarely;Sometimes;Prompt Consumption;Rarely;Meal Planning;High;Partial;Meat;7;3
21/01/2039;5865;3;74,924.00;North;Rural;High School;Single;2;46-60;Student;25;Large;Large;Non-Vegetarian;Daily;Rarely;Monthly;Supermarket;Yes;Low;No;Yes;Portion Control;Refrigeration;No;Low;Daily;Sometimes;Preservation;Occasionally;Reduced Portions;High;Not Successful;Seafood;7;5
22/01/2039;5866;2;70,384.00;North;Urban;Master;Married;0;18-30;Unemployed;49;Large;Large;Vegetarian;Weekly;Rarely;Weekly;Supermarket;No;High;No;Yes;Spoilage;Canning;No;Low;Weekly;Regularly;Preservation;Regularly;Smart Shopping;High;Partial;Fruits;7;5
23/01/2039;5867;2;38,021.00;North;Urban;High School;Single;1;31-45;Student;270;Large;Small;Non-Vegetarian;Weekly;Weekly;Weekly;Supermarket;No;Low;No;Yes;Excess Purchases;Canning;No;High;Daily;Rarely;Storage;Rarely;Meal Planning;Low;Successful;Fruits;7;5
24/01/2039;5868;2;28,778.00;West;Urban;Bachelor;Single;1;46-60;Employed;258;Large;Small;Vegetarian;Daily;Weekly;Daily;Supermarket;No;High;Yes;No;Spoilage;Canning;Yes;Low;Daily;Sometimes;Prompt Consumption;Regularly;Meal Planning;Low;Not Successful;Fruits;7;2
25/01/2039;5869;3;69,508.00;North;Urban;Bachelor;Single;2;18-30;Unemployed;157;Small;Small;Vegetarian;Rarely;Rarely;Daily;Online;Yes;High;Yes;Yes;Portion Control;Refrigeration;No;Moderate;Weekly;Sometimes;Prompt Consumption;Occasionally;Meal Planning;Low;Partial;Meat;7;1
26/01/2039;5870;2;40,631.00;North;Urban;Master;Married;0;61;Unemployed;207;Medium;Medium;Vegetarian;Rarely;Weekly;Weekly;Supermarket;No;High;No;Yes;Spoilage;Refrigeration;No;Low;Weekly;Rarely;Prompt Consumption;Regularly;Meal Planning;Low;Not Successful;Vegetables;7;0
27/01/2039;5871;3;60,820.00;North;Urban;High School;Single;2;31-45;Employed;125;Small;Large;Non-Vegetarian;Daily;Daily;Monthly;Online;Yes;High;No;No;Excess Purchases;Freezing;No;Low;Rarely;Sometimes;Prompt Consumption;Rarely;Meal Planning;Low;Successful;Fruits;7;4
28/01/2039;5872;5;59,577.00;East;Rural;High School;Married;3;31-45;Employed;129;Large;Large;Non-Vegetarian;Daily;Daily;Daily;Supermarket;No;Moderate;No;No;Spoilage;Refrigeration;No;Low;Daily;Rarely;Prompt Consumption;Rarely;Smart Shopping;High;Partial;Fruits;7;4
29/01/2039;5873;3;56,146.00;East;Urban;Master;Married;1;46-60;Employed;116;Small;Small;Vegetarian;Daily;Weekly;Weekly;Supermarket;No;Low;Yes;No;Portion Control;Freezing;Yes;Moderate;Weekly;Rarely;Prompt Consumption;Rarely;Reduced Portions;Low;Partial;Fruits;7;6
30/01/2039;5874;5;67,276.00;East;Urban;Master;Married;3;31-45;Student;114;Medium;Small;Vegetarian;Rarely;Rarely;Daily;Supermarket;No;Moderate;Yes;Yes;Spoilage;Canning;Yes;High;Weekly;Rarely;Prompt Consumption;Rarely;Reduced Portions;Low;Partial;Vegetables;7;1
31/01/2039;5875;1;40,813.00;South;Urban;Master;Divorced;0;46-60;Employed;257;Small;Small;Non-Vegetarian;Daily;Rarely;Weekly;Local;Yes;Moderate;No;No;Portion Control;Freezing;No;Moderate;Daily;Rarely;Preservation;Rarely;Reduced Portions;High;Partial;Vegetables;7;4
01/02/2039;5876;3;51,521.00;West;Urban;PhD;Married;1;46-60;Student;30;Small;Large;Non-Vegetarian;Daily;Rarely;Monthly;Local;Yes;Moderate;No;No;Portion Control;Canning;No;High;Rarely;Rarely;Prompt Consumption;Regularly;Reduced Portions;Low;Partial;Seafood;7;2
02/02/2039;5877;4;29,691.00;North;Rural;High School;Married;2;61;Student;36;Small;Small;Vegetarian;Weekly;Weekly;Daily;Supermarket;Yes;High;Yes;Yes;Excess Purchases;Refrigeration;No;Moderate;Daily;Sometimes;Prompt Consumption;Regularly;Meal Planning;Low;Partial;Vegetables;7;3
03/02/2039;5878;2;68,114.00;South;Rural;PhD;Single;1;46-60;Employed;227;Small;Large;Vegetarian;Weekly;Weekly;Weekly;Supermarket;Yes;High;No;No;Portion Control;Freezing;No;High;Daily;Rarely;Preservation;Occasionally;Reduced Portions;Moderate;Not Successful;Seafood;7;1
04/02/2039;5879;2;32,673.00;North;Rural;Bachelor;Married;0;46-60;Student;34;Medium;Medium;Non-Vegetarian;Daily;Weekly;Weekly;Supermarket;No;Moderate;Yes;No;Portion Control;Refrigeration;Yes;High;Rarely;Regularly;Storage;Rarely;Smart Shopping;Low;Not Successful;Meat;7;4
05/02/2039;5880;3;47,624.00;North;Urban;High School;Married;1;61;Unemployed;147;Medium;Large;Vegetarian;Rarely;Rarely;Weekly;Supermarket;No;Low;No;No;Portion Control;Refrigeration;No;High;Rarely;Sometimes;Preservation;Regularly;Meal Planning;Moderate;Not Successful;Seafood;7;3
06/02/2039;5881;2;30,808.00;West;Urban;Bachelor;Divorced;1;31-45;Student;137;Medium;Large;Non-Vegetarian;Daily;Daily;Weekly;Online;No;Moderate;No;Yes;Portion Control;Canning;No;Moderate;Daily;Rarely;Storage;Regularly;Meal Planning;Low;Successful;Fruits;7;4
07/02/2039;5882;4;55,028.00;East;Urban;High School;Single;3;46-60;Student;29;Medium;Large;Vegetarian;Daily;Weekly;Daily;Supermarket;Yes;Low;No;No;Spoilage;Refrigeration;No;Moderate;Rarely;Sometimes;Prompt Consumption;Occasionally;Reduced Portions;Low;Partial;Fruits;7;5
08/02/2039;5883;5;30,994.00;East;Urban;PhD;Married;3;31-45;Employed;273;Large;Medium;Vegetarian;Daily;Weekly;Daily;Supermarket;Yes;High;Yes;Yes;Excess Purchases;Canning;No;Low;Weekly;Sometimes;Preservation;Occasionally;Reduced Portions;Low;Partial;Vegetables;7;3
09/02/2039;5884;1;70,931.00;East;Urban;Master;Single;0;46-60;Employed;156;Medium;Medium;Non-Vegetarian;Daily;Daily;Monthly;Supermarket;No;High;No;No;Excess Purchases;Refrigeration;No;Moderate;Daily;Sometimes;Preservation;Regularly;Smart Shopping;Moderate;Partial;Meat;7;0
10/02/2039;5885;5;66,153.00;West;Urban;High School;Married;3;18-30;Unemployed;190;Large;Small;Vegetarian;Weekly;Daily;Daily;Online;No;High;No;No;Portion Control;Refrigeration;No;Low;Daily;Rarely;Preservation;Regularly;Smart Shopping;Low;Partial;Fruits;7;1
11/02/2039;5886;3;36,457.00;East;Rural;PhD;Single;2;46-60;Employed;130;Medium;Small;Non-Vegetarian;Daily;Weekly;Daily;Local;No;Low;Yes;Yes;Spoilage;Refrigeration;Yes;Low;Daily;Sometimes;Storage;Regularly;Reduced Portions;High;Successful;Vegetables;7;3
12/02/2039;5887;2;39,317.00;East;Urban;Master;Single;1;46-60;Employed;178;Small;Small;Non-Vegetarian;Daily;Daily;Daily;Supermarket;Yes;Moderate;Yes;No;Portion Control;Refrigeration;No;Low;Daily;Rarely;Preservation;Rarely;Reduced Portions;Low;Not Successful;Vegetables;7;0
13/02/2039;5888;4;50,594.00;South;Rural;PhD;Married;2;61;Student;101;Large;Large;Non-Vegetarian;Weekly;Daily;Monthly;Local;No;High;No;No;Excess Purchases;Freezing;No;Low;Rarely;Sometimes;Storage;Rarely;Smart Shopping;High;Successful;Meat;7;3
14/02/2039;5889;4;34,996.00;East;Urban;Master;Single;3;18-30;Student;173;Medium;Small;Vegetarian;Rarely;Daily;Daily;Supermarket;No;Moderate;No;Yes;Portion Control;Refrigeration;No;High;Weekly;Sometimes;Preservation;Regularly;Reduced Portions;Low;Successful;Seafood;7;1
15/02/2039;5890;1;28,552.00;West;Urban;High School;Single;0;31-45;Employed;232;Small;Large;Vegetarian;Weekly;Daily;Daily;Online;No;Low;Yes;Yes;Spoilage;Freezing;Yes;High;Daily;Regularly;Storage;Rarely;Smart Shopping;High;Not Successful;Fruits;7;5
16/02/2039;5891;2;63,741.00;West;Rural;PhD;Divorced;1;46-60;Employed;214;Small;Small;Non-Vegetarian;Rarely;Weekly;Weekly;Local;Yes;Low;No;No;Excess Purchases;Refrigeration;No;High;Rarely;Regularly;Prompt Consumption;Regularly;Reduced Portions;Moderate;Successful;Vegetables;7;2
17/02/2039;5892;3;33,041.00;East;Rural;Bachelor;Married;1;46-60;Employed;218;Small;Small;Non-Vegetarian;Rarely;Rarely;Monthly;Supermarket;No;High;No;No;Portion Control;Refrigeration;No;Low;Daily;Rarely;Prompt Consumption;Rarely;Smart Shopping;Low;Not Successful;Meat;7;5
18/02/2039;5893;3;65,578.00;South;Rural;High School;Divorced;2;31-45;Student;186;Large;Large;Non-Vegetarian;Daily;Rarely;Weekly;Online;Yes;High;Yes;No;Spoilage;Refrigeration;No;Low;Weekly;Rarely;Preservation;Rarely;Smart Shopping;High;Partial;Fruits;7;5
19/02/2039;5894;3;52,670.00;East;Urban;Master;Single;2;61;Unemployed;122;Large;Large;Vegetarian;Rarely;Weekly;Weekly;Supermarket;Yes;Moderate;No;Yes;Spoilage;Refrigeration;No;Low;Daily;Regularly;Preservation;Rarely;Meal Planning;High;Successful;Vegetables;7;0
20/02/2039;5895;3;61,903.00;South;Rural;High School;Single;2;18-30;Employed;22;Large;Medium;Non-Vegetarian;Rarely;Weekly;Daily;Online;No;High;No;No;Excess Purchases;Refrigeration;No;High;Daily;Sometimes;Storage;Occasionally;Smart Shopping;Low;Successful;Seafood;7;4
21/02/2039;5896;2;51,810.00;West;Urban;Master;Single;1;46-60;Student;43;Large;Small;Non-Vegetarian;Weekly;Weekly;Daily;Supermarket;Yes;Low;Yes;No;Portion Control;Refrigeration;No;High;Weekly;Regularly;Preservation;Occasionally;Reduced Portions;High;Partial;Fruits;7;6
22/02/2039;5897;4;66,751.00;South;Urban;High School;Divorced;3;18-30;Unemployed;252;Small;Large;Vegetarian;Rarely;Daily;Daily;Supermarket;No;High;Yes;No;Spoilage;Canning;No;Low;Daily;Sometimes;Preservation;Occasionally;Reduced Portions;Low;Partial;Meat;7;0
23/02/2039;5898;1;35,181.00;North;Urban;Bachelor;Divorced;0;18-30;Employed;54;Large;Medium;Vegetarian;Daily;Weekly;Monthly;Online;No;High;Yes;Yes;Excess Purchases;Refrigeration;Yes;Moderate;Rarely;Rarely;Prompt Consumption;Rarely;Smart Shopping;Low;Successful;Vegetables;7;3
24/02/2039;5899;1;67,179.00;North;Urban;Master;Single;0;46-60;Unemployed;71;Large;Small;Vegetarian;Weekly;Weekly;Weekly;Local;No;Low;Yes;No;Excess Purchases;Refrigeration;Yes;Moderate;Rarely;Sometimes;Prompt Consumption;Regularly;Smart Shopping;Moderate;Partial;Fruits;7;3
25/02/2039;5900;4;52,436.00;North;Urban;PhD;Married;2;46-60;Unemployed;89;Medium;Large;Vegetarian;Rarely;Weekly;Daily;Supermarket;No;Moderate;No;No;Excess Purchases;Freezing;No;High;Weekly;Rarely;Preservation;Occasionally;Smart Shopping;High;Successful;Seafood;7;1
26/02/2039;5901;4;36,737.00;North;Urban;PhD;Single;3;31-45;Student;171;Small;Medium;Vegetarian;Rarely;Daily;Monthly;Supermarket;No;High;Yes;No;Portion Control;Refrigeration;Yes;High;Rarely;Sometimes;Preservation;Rarely;Smart Shopping;High;Not Successful;Fruits;7;4
27/02/2039;5902;1;40,735.00;North;Urban;Bachelor;Single;0;31-45;Unemployed;206;Large;Medium;Vegetarian;Weekly;Rarely;Monthly;Supermarket;Yes;Moderate;Yes;Yes;Portion Control;Freezing;No;High;Rarely;Rarely;Prompt Consumption;Regularly;Smart Shopping;High;Not Successful;Fruits;7;4
28/02/2039;5903;3;46,204.00;North;Rural;PhD;Divorced;2;46-60;Student;132;Large;Small;Non-Vegetarian;Weekly;Rarely;Weekly;Local;Yes;Moderate;No;No;Spoilage;Freezing;No;Moderate;Weekly;Rarely;Storage;Regularly;Reduced Portions;High;Not Successful;Vegetables;7;6
01/03/2039;5904;4;57,428.00;East;Urban;Bachelor;Married;2;18-30;Employed;115;Medium;Small;Vegetarian;Daily;Rarely;Monthly;Supermarket;Yes;Low;Yes;No;Spoilage;Refrigeration;No;Low;Rarely;Sometimes;Prompt Consumption;Regularly;Reduced Portions;High;Partial;Seafood;7;0
02/03/2039;5905;4;37,313.00;East;Rural;PhD;Single;3;18-30;Student;201;Large;Medium;Non-Vegetarian;Weekly;Daily;Monthly;Online;No;Moderate;Yes;Yes;Portion Control;Freezing;No;High;Rarely;Rarely;Prompt Consumption;Rarely;Meal Planning;Low;Not Successful;Vegetables;7;6
03/03/2039;5906;3;72,252.00;West;Urban;High School;Divorced;2;46-60;Employed;254;Small;Small;Vegetarian;Weekly;Daily;Weekly;Local;Yes;High;Yes;Yes;Excess Purchases;Refrigeration;Yes;High;Rarely;Regularly;Storage;Regularly;Reduced Portions;Low;Not Successful;Fruits;7;2
04/03/2039;5907;4;72,644.00;North;Urban;Bachelor;Married;2;61;Unemployed;108;Small;Large;Vegetarian;Weekly;Rarely;Daily;Supermarket;No;Moderate;No;Yes;Spoilage;Freezing;No;Moderate;Weekly;Regularly;Storage;Rarely;Meal Planning;Low;Not Successful;Meat;7;3
05/03/2039;5908;2;74,245.00;West;Rural;High School;Married;0;61;Student;207;Medium;Small;Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;Moderate;Yes;No;Spoilage;Refrigeration;Yes;Moderate;Daily;Sometimes;Storage;Rarely;Reduced Portions;High;Partial;Fruits;7;1
06/03/2039;5909;1;63,139.00;South;Rural;PhD;Divorced;0;31-45;Unemployed;203;Medium;Medium;Vegetarian;Daily;Rarely;Weekly;Supermarket;No;Moderate;No;No;Excess Purchases;Freezing;No;High;Rarely;Regularly;Prompt Consumption;Occasionally;Meal Planning;Low;Successful;Fruits;7;4
07/03/2039;5910;2;45,753.00;South;Urban;PhD;Divorced;1;18-30;Unemployed;229;Small;Medium;Non-Vegetarian;Daily;Daily;Weekly;Online;No;Moderate;Yes;Yes;Excess Purchases;Canning;No;Moderate;Daily;Sometimes;Prompt Consumption;Regularly;Smart Shopping;High;Partial;Vegetables;7;5
08/03/2039;5911;2;73,100.00;South;Rural;PhD;Married;0;46-60;Employed;69;Medium;Medium;Non-Vegetarian;Rarely;Rarely;Weekly;Supermarket;No;Low;No;No;Portion Control;Freezing;Yes;High;Rarely;Sometimes;Preservation;Occasionally;Reduced Portions;Moderate;Partial;Seafood;7;1
09/03/2039;5912;3;42,391.00;South;Rural;High School;Married;1;18-30;Unemployed;78;Medium;Small;Vegetarian;Rarely;Weekly;Daily;Supermarket;Yes;Moderate;No;Yes;Spoilage;Canning;Yes;Moderate;Rarely;Sometimes;Preservation;Occasionally;Smart Shopping;Low;Successful;Meat;7;4
10/03/2039;5913;2;74,108.00;South;Rural;PhD;Married;0;31-45;Student;186;Large;Small;Vegetarian;Rarely;Weekly;Weekly;Online;No;High;Yes;Yes;Excess Purchases;Canning;Yes;High;Rarely;Sometimes;Storage;Regularly;Reduced Portions;Moderate;Not Successful;Seafood;7;1
11/03/2039;5914;1;44,331.00;North;Urban;Master;Divorced;0;18-30;Employed;58;Small;Large;Vegetarian;Weekly;Daily;Weekly;Online;Yes;Moderate;Yes;Yes;Excess Purchases;Canning;No;High;Daily;Rarely;Storage;Rarely;Reduced Portions;Low;Partial;Fruits;7;4
12/03/2039;5915;2;39,223.00;South;Urban;Master;Single;1;46-60;Student;163;Medium;Small;Non-Vegetarian;Weekly;Weekly;Weekly;Supermarket;No;Moderate;Yes;Yes;Portion Control;Freezing;Yes;Moderate;Weekly;Sometimes;Preservation;Regularly;Smart Shopping;High;Not Successful;Fruits;7;1
13/03/2039;5916;2;51,057.00;South;Rural;PhD;Divorced;1;31-45;Unemployed;244;Small;Small;Non-Vegetarian;Weekly;Daily;Weekly;Supermarket;Yes;Moderate;No;No;Portion Control;Freezing;No;Low;Weekly;Sometimes;Prompt Consumption;Rarely;Meal Planning;High;Partial;Seafood;7;4
14/03/2039;5917;3;55,541.00;North;Rural;Bachelor;Married;1;18-30;Employed;57;Large;Large;Vegetarian;Rarely;Weekly;Weekly;Supermarket;Yes;Moderate;Yes;No;Portion Control;Freezing;Yes;Low;Weekly;Sometimes;Storage;Rarely;Meal Planning;Moderate;Partial;Seafood;7;5
15/03/2039;5918;2;33,122.00;South;Rural;Bachelor;Married;0;61;Unemployed;263;Large;Large;Vegetarian;Rarely;Weekly;Daily;Local;Yes;Low;Yes;No;Portion Control;Freezing;No;Moderate;Rarely;Sometimes;Prompt Consumption;Occasionally;Reduced Portions;Low;Partial;Fruits;7;2
16/03/2039;5919;3;60,481.00;South;Urban;Master;Divorced;2;31-45;Student;178;Medium;Large;Vegetarian;Daily;Rarely;Weekly;Supermarket;Yes;Low;Yes;Yes;Spoilage;Canning;No;Low;Weekly;Regularly;Preservation;Regularly;Reduced Portions;Moderate;Partial;Seafood;7;1
17/03/2039;5920;2;56,549.00;South;Rural;Master;Divorced;1;46-60;Student;248;Small;Medium;Vegetarian;Rarely;Weekly;Daily;Local;No;Low;No;No;Excess Purchases;Freezing;Yes;Low;Daily;Rarely;Prompt Consumption;Rarely;Meal Planning;Moderate;Successful;Vegetables;7;1
